date,Month Day,Week day,Hour,Minute,DLR Open,DCA Open,DLR Close,DCA Close,Wait Ride 0,Open Ride 0,Wait Ride 1,Open Ride 1,Wait Ride 2,Open Ride 2,Wait Ride 3,Open Ride 3,Wait Ride 4,Open Ride 4
2017-12-01,15,6,11,15,9,9,0,22,16,1,9,1,19,1,59,1,8,1
2017-12-01,15,6,11,30,9,9,0,22,18,1,13,1,24,1,56,1,12,1
2017-12-01,15,6,11,45,9,9,0,22,20,1,12,1,27,1,51,1,20,1
2017-12-01,15,6,12,0,9,9,0,22,25,1,13,1,29,1,46,1,33,1
2017-12-01,15,6,12,15,9,9,0,22,22,1,14,1,32,1,42,1,38,1
2017-12-01,15,6,12,30,9,9,0,22,23,1,13,1,34,1,38,1,38,1
2017-12-01,15,6,12,45,9,9,0,22,24,1,12,1,34,1,32,1,38,1
2017-12-01,15,6,13,0,9,9,0,22,25,1,13,1,31,1,27,1,32,1
2017-12-01,15,6,13,15,9,9,0,22,22,1,14,1,29,1,39,1,37,1
2017-12-01,15,6,13,30,9,9,0,22,23,1,13,1,26,1,50,1,42,1
2017-12-01,15,6,13,45,9,9,0,22,24,1,12,1,24,1,46,1,41,1
2017-12-01,15,6,14,0,9,9,0,22,25,1,13,1,33,1,39,1,34,1
2017-12-01,15,6,14,15,9,9,0,22,21,1,14,1,41,1,39,1,33,1
2017-12-01,15,6,14,30,9,9,0,22,23,1,13,1,31,1,47,1,39,1
2017-12-01,15,6,14,45,9,9,0,22,22,1,12,1,41,1,50,1,45,1
2017-12-01,15,6,15,0,9,9,0,22,21,1,20,1,40,1,50,1,28,1
2017-12-01,15,6,15,15,9,9,0,22,21,1,17,1,27,1,48,1,36,1
2017-12-01,15,6,15,30,9,9,0,22,23,1,18,1,28,1,46,1,31,1
2017-12-01,15,6,15,45,9,9,0,22,22,1,19,1,32,1,43,1,27,1
2017-12-01,15,6,16,0,9,9,0,22,21,1,20,1,38,1,41,1,28,1
2017-12-01,15,6,16,15,9,9,0,22,21,1,17,1,33,1,40,1,17,1
2017-12-01,15,6,16,30,9,9,0,22,20,1,18,1,31,1,40,1,10,1
2017-12-01,15,6,16,45,9,9,0,22,20,1,19,1,34,1,42,1,15,1
2017-12-01,15,6,17,0,9,9,0,22,20,1,20,1,36,1,49,1,14,1
2017-12-01,15,6,17,15,9,9,0,22,20,1,17,1,39,1,58,1,17,1
2017-12-01,15,6,17,30,9,9,0,22,20,1,18,1,39,1,50,1,10,1
2017-12-01,15,6,17,45,9,9,0,22,20,1,19,1,38,1,50,1,15,1
2017-12-01,15,6,18,0,9,9,0,22,20,1,20,1,36,1,59,1,14,1
2017-12-01,15,6,18,15,9,9,0,22,20,1,17,1,36,1,56,1,17,1
2017-12-01,15,6,18,30,9,9,0,22,20,1,18,1,39,1,52,1,10,1
2017-12-01,15,6,18,45,9,9,0,22,20,1,19,1,48,1,48,1,9,1
2017-12-01,15,6,19,0,9,9,0,22,20,1,20,1,45,1,44,1,8,1
2017-12-01,15,6,19,15,9,9,0,22,20,1,17,1,42,1,40,1,7,1
2017-12-01,15,6,19,30,9,9,0,22,20,1,18,1,33,1,40,1,5,1
2017-12-01,15,6,19,45,9,9,0,22,20,1,19,1,38,1,43,1,9,1
2017-12-01,15,6,20,0,9,9,0,22,20,1,20,1,43,1,51,1,8,1
2017-12-01,15,6,20,15,9,9,0,22,20,1,17,1,36,1,59,1,7,1
2017-12-01,15,6,20,30,9,9,0,22,20,1,18,1,28,1,64,1,5,1
2017-12-01,15,6,20,45,9,9,0,22,20,1,19,1,29,1,59,1,9,1
2017-12-01,15,6,21,0,9,9,0,22,20,1,20,1,34,1,54,1,8,1
2017-12-01,15,6,21,15,9,9,0,22,20,1,16,1,37,1,50,1,7,1
2017-12-01,15,6,21,30,9,9,0,22,20,1,11,1,31,1,44,1,5,1
2017-12-01,15,6,21,45,9,9,0,22,20,1,7,1,30,1,35,1,5,1
2017-12-01,15,6,22,0,9,9,0,22,20,1,5,1,38,1,35,1,5,1
2017-12-01,15,6,22,15,9,9,0,22,20,1,5,1,50,1,35,1,5,1
2017-12-01,15,6,22,30,9,9,0,22,20,1,5,1,41,1,66,1,5,1
2017-12-01,15,6,22,45,9,9,0,22,20,1,5,1,38,1,60,1,5,1
2017-12-01,15,6,23,0,9,9,0,22,20,1,5,1,35,1,60,1,5,1
2017-12-01,15,6,23,15,9,9,0,22,20,1,5,1,33,1,60,1,5,1
2017-12-01,15,6,23,30,9,9,0,22,20,1,5,1,30,1,49,1,5,1
2017-12-01,15,6,23,45,9,9,0,22,20,1,5,1,13,1,30,1,5,1
2017-12-01,16,7,8,0,8,8,0,22,5,1,5,1,5,1,20,1,5,1
2017-12-01,16,7,8,15,8,8,0,22,7,1,13,1,5,1,19,1,8,1
2017-12-01,16,7,8,30,8,8,0,22,10,1,10,1,8,1,17,1,12,1
2017-12-01,16,7,8,45,8,8,0,22,13,1,13,1,10,1,17,1,17,1
2017-12-01,16,7,9,0,8,8,0,22,10,1,15,1,8,1,36,1,21,1
2017-12-01,16,7,9,15,8,8,0,22,7,1,13,1,5,1,46,1,8,1
2017-12-01,16,7,9,30,8,8,0,22,10,1,19,1,8,1,40,1,12,1
2017-12-01,16,7,9,45,8,8,0,22,13,1,15,1,10,1,35,1,17,1
2017-12-01,16,7,10,0,8,8,0,22,18,1,12,1,24,1,52,1,21,1
2017-12-01,16,7,10,15,8,8,0,22,26,1,15,1,27,1,57,1,8,1
2017-12-01,16,7,10,30,8,8,0,22,30,1,19,1,35,1,60,1,12,1
2017-12-01,16,7,10,45,8,8,0,22,33,1,15,1,44,1,62,1,17,1
2017-12-01,16,7,11,0,8,8,0,22,36,1,12,1,51,1,65,1,21,1
2017-12-01,16,7,11,15,8,8,0,22,39,1,11,1,57,1,70,1,26,1
2017-12-01,16,7,11,30,8,8,0,22,42,1,13,1,51,1,76,1,31,1
2017-12-01,16,7,11,45,8,8,0,22,45,1,15,1,46,1,82,1,36,1
2017-12-01,16,7,12,0,8,8,0,22,42,1,17,1,57,1,82,1,33,1
2017-12-01,16,7,12,15,8,8,0,22,41,1,22,1,50,1,75,1,32,1
2017-12-01,16,7,12,30,8,8,0,22,44,1,20,1,31,1,62,1,33,1
2017-12-01,16,7,12,45,8,8,0,22,43,1,17,1,40,1,64,1,36,1
2017-12-01,16,7,13,0,8,8,0,22,40,1,17,1,36,1,70,1,50,1
2017-12-01,16,7,13,15,8,8,0,22,36,1,22,1,47,1,75,1,65,1
2017-12-01,16,7,13,30,8,8,0,22,33,1,20,1,50,1,80,1,60,1
2017-12-01,16,7,13,45,8,8,0,22,36,1,17,1,50,1,85,1,55,1
2017-12-01,16,7,14,0,8,8,0,22,34,1,17,1,35,1,109,1,51,1
2017-12-01,16,7,14,15,8,8,0,22,37,1,20,1,46,1,89,1,48,1
2017-12-01,16,7,14,30,8,8,0,22,41,1,36,1,63,1,84,1,53,1
2017-12-01,16,7,14,45,8,8,0,22,36,1,35,1,72,1,80,1,41,1
2017-12-01,16,7,15,0,8,8,0,22,45,1,29,1,81,1,75,1,31,1
2017-12-01,16,7,15,15,8,8,0,22,45,1,18,1,78,1,55,1,20,1
2017-12-01,16,7,15,30,8,8,0,22,45,1,11,1,68,1,64,1,33,1
2017-12-01,16,7,15,45,8,8,0,22,45,1,15,1,61,1,59,1,28,1
2017-12-01,16,7,16,0,8,8,0,22,45,1,19,1,51,1,53,1,32,1
2017-12-01,16,7,16,15,8,8,0,22,45,1,23,1,76,1,55,1,36,1
2017-12-01,16,7,16,30,8,8,0,22,38,1,30,1,82,1,64,1,45,1
2017-12-01,16,7,16,45,8,8,0,22,30,1,29,1,87,1,59,1,42,1
2017-12-01,16,7,17,0,8,8,0,22,34,1,27,1,90,1,53,1,34,1
2017-12-01,16,7,17,15,8,8,0,22,37,1,26,1,103,1,55,1,18,1
2017-12-01,16,7,17,30,8,8,0,22,40,1,24,1,117,1,54,1,9,1
2017-12-01,16,7,17,45,8,8,0,22,25,1,20,1,108,1,75,1,8,1
2017-12-01,16,7,18,0,8,8,0,22,34,1,16,1,94,1,99,1,6,1
2017-12-01,16,7,18,15,8,8,0,22,31,1,9,1,57,1,122,1,8,1
2017-12-01,16,7,18,30,8,8,0,22,28,1,12,1,60,1,121,1,9,1
2017-12-01,16,7,18,45,8,8,0,22,25,1,10,1,64,1,122,1,8,1
2017-12-01,16,7,19,0,8,8,0,22,25,1,8,1,62,1,123,1,6,1
2017-12-01,16,7,19,15,8,8,0,22,25,1,9,1,58,1,122,1,8,1
2017-12-01,16,7,19,30,8,8,0,22,17,1,12,1,54,1,125,1,9,1
2017-12-01,16,7,19,45,8,8,0,22,19,1,10,1,50,1,124,1,8,1
2017-12-01,16,7,20,0,8,8,0,22,16,1,8,1,50,1,118,1,6,1
2017-12-01,16,7,20,15,8,8,0,22,12,1,9,1,50,1,112,1,8,1
2017-12-01,16,7,20,30,8,8,0,22,17,1,12,1,50,1,110,1,9,1
2017-12-01,16,7,20,45,8,8,0,22,19,1,10,1,41,1,79,1,8,1
2017-12-01,16,7,21,0,8,8,0,22,16,1,8,1,49,1,79,1,6,1
2017-12-01,16,7,21,15,8,8,0,22,12,1,9,1,56,1,70,1,8,1
2017-12-01,16,7,21,30,8,8,0,22,17,1,6,1,48,1,74,1,9,1
2017-12-01,16,7,21,45,8,8,0,22,19,1,8,1,39,1,77,1,8,1
2017-12-01,16,7,22,0,8,8,0,22,16,1,10,1,36,1,79,1,6,1
2017-12-01,16,7,22,15,8,8,0,22,12,1,7,1,34,1,93,1,5,1
2017-12-01,16,7,22,30,8,8,0,22,17,1,8,1,32,1,71,1,5,1
2017-12-01,16,7,22,45,8,8,0,22,5,1,7,1,30,1,56,1,5,1
2017-12-01,16,7,23,0,8,8,0,22,5,1,6,1,30,1,41,1,5,1
2017-12-01,16,7,23,15,8,8,0,22,5,1,7,1,30,1,34,1,5,1
2017-12-01,16,7,23,30,8,8,0,22,5,1,5,1,30,1,45,1,5,1
2017-12-01,16,7,23,45,8,8,0,22,5,1,5,1,30,1,50,1,5,1
2017-12-01,17,1,8,0,8,8,0,22,5,1,5,1,5,1,10,1,5,1
2017-12-01,17,1,8,15,8,8,0,22,8,1,9,1,5,1,14,1,16,1
2017-12-01,17,1,8,30,8,8,0,22,11,1,14,1,5,1,20,1,13,1
2017-12-01,17,1,8,45,8,8,0,22,15,1,10,1,5,1,23,1,17,1
2017-12-01,17,1,9,0,8,8,0,22,10,1,11,1,9,1,26,1,21,1
2017-12-01,17,1,9,15,8,8,0,22,8,1,9,1,13,1,29,1,16,1
2017-12-01,17,1,9,30,8,8,0,22,11,1,14,1,17,1,54,1,13,1
2017-12-01,17,1,9,45,8,8,0,22,15,1,20,1,23,1,42,1,17,1
2017-12-01,17,1,10,0,8,8,0,22,10,1,17,1,21,1,30,1,21,1
2017-12-01,17,1,10,15,8,8,0,22,8,1,18,1,18,1,35,1,16,1
2017-12-01,17,1,10,30,8,8,0,22,11,1,19,1,26,1,41,1,13,1
2017-12-01,17,1,10,45,8,8,0,22,15,1,20,1,28,1,46,1,17,1
2017-12-01,17,1,11,0,8,8,0,22,22,1,17,1,30,1,49,1,21,1
2017-12-01,17,1,11,15,8,8,0,22,28,1,18,1,32,1,52,1,16,1
2017-12-01,17,1,11,30,8,8,0,22,30,1,19,1,33,1,55,1,29,1
2017-12-01,17,1,11,45,8,8,0,22,30,1,20,1,35,1,47,1,20,1
2017-12-01,17,1,12,0,8,8,0,22,30,1,17,1,49,1,40,1,10,1
2017-12-01,17,1,12,15,8,8,0,22,30,1,18,1,52,1,40,1,12,1
2017-12-01,17,1,12,30,8,8,0,22,30,1,19,1,46,1,34,1,14,1
2017-12-01,17,1,12,45,8,8,0,22,30,1,20,1,34,1,32,1,17,1
2017-12-01,17,1,13,0,8,8,0,22,30,1,17,1,27,1,46,1,19,1
2017-12-01,17,1,13,15,8,8,0,22,30,1,18,1,35,1,65,1,24,1
2017-12-01,17,1,13,30,8,8,0,22,23,1,19,1,38,1,65,1,31,1
2017-12-01,17,1,13,45,8,8,0,22,27,1,20,1,40,1,65,1,33,1
2017-12-01,17,1,14,0,8,8,0,22,25,1,17,1,46,1,65,1,26,1
2017-12-01,17,1,14,15,8,8,0,22,23,1,18,1,50,1,65,1,27,1
2017-12-01,17,1,14,30,8,8,0,22,23,1,19,1,50,1,65,1,30,1
2017-12-01,17,1,14,45,8,8,0,22,27,1,20,1,43,1,52,1,27,1
2017-12-01,17,1,15,0,8,8,0,22,25,1,19,1,35,1,35,1,25,1
2017-12-01,17,1,15,15,8,8,0,22,23,1,17,1,41,1,59,1,22,1
2017-12-01,17,1,15,30,8,8,0,22,23,1,16,1,43,1,74,1,18,1
2017-12-01,17,1,15,45,8,8,0,22,21,1,17,1,54,1,62,1,13,1
2017-12-01,17,1,16,0,8,8,0,22,22,1,19,1,40,1,49,1,10,1
2017-12-01,17,1,16,15,8,8,0,22,24,1,17,1,42,1,50,1,15,1
2017-12-01,17,1,16,30,8,8,0,22,25,1,16,1,44,1,58,1,20,1
2017-12-01,17,1,16,45,8,8,0,22,24,1,17,1,44,1,51,1,18,1
2017-12-01,17,1,17,0,8,8,0,22,23,1,19,1,38,1,46,1,15,1
2017-12-01,17,1,17,15,8,8,0,22,22,1,17,1,41,1,49,1,12,1
2017-12-01,17,1,17,30,8,8,0,22,21,1,16,1,39,1,51,1,10,1
2017-12-01,17,1,17,45,8,8,0,22,24,1,14,1,44,1,54,1,8,1
2017-12-01,17,1,18,0,8,8,0,22,23,1,14,1,38,1,54,1,6,1
2017-12-01,17,1,18,15,8,8,0,22,22,1,13,1,33,1,52,1,5,1
2017-12-01,17,1,18,30,8,8,0,22,21,1,12,1,31,1,49,1,5,1
2017-12-01,17,1,18,45,8,8,0,22,20,1,14,1,41,1,47,1,5,1
2017-12-01,17,1,19,0,8,8,0,22,20,1,9,1,37,1,45,1,5,1
2017-12-01,17,1,19,15,8,8,0,22,20,1,6,1,32,1,45,1,5,1
2017-12-01,17,1,19,30,8,8,0,22,20,1,8,1,36,1,45,1,5,1
2017-12-01,17,1,19,45,8,8,0,22,20,1,7,1,40,1,45,1,5,1
2017-12-01,17,1,20,0,8,8,0,22,20,1,9,1,44,1,25,1,5,1
2017-12-01,17,1,20,15,8,8,0,22,20,1,6,1,38,1,42,1,5,1
2017-12-01,17,1,20,30,8,8,0,22,20,1,8,1,25,1,50,1,5,1
2017-12-01,17,1,20,45,8,8,0,22,20,1,7,1,22,1,50,1,5,1
2017-12-01,17,1,21,0,8,8,0,22,20,1,9,1,26,1,42,1,5,1
2017-12-01,17,1,21,15,8,8,0,22,20,1,6,1,15,1,33,1,5,1
2017-12-01,17,1,21,30,8,8,0,22,20,1,8,1,13,1,24,1,5,1
2017-12-01,17,1,21,45,8,8,0,22,20,1,7,1,10,1,31,1,5,1
2017-12-01,17,1,22,0,8,8,0,22,20,1,9,1,8,1,58,1,5,1
2017-12-01,17,1,22,15,8,8,0,22,20,1,6,1,6,1,42,1,5,1
2017-12-01,17,1,22,30,8,8,0,22,20,1,8,1,13,1,26,1,5,1
2017-12-01,17,1,22,45,8,8,0,22,20,1,7,1,10,1,27,1,5,1
2017-12-01,17,1,23,0,8,8,0,22,20,1,9,1,8,1,30,1,5,1
2017-12-01,17,1,23,15,8,8,0,22,20,1,6,1,6,1,32,1,5,1
2017-12-01,17,1,23,30,8,8,0,22,20,1,5,1,5,1,35,1,5,1
2017-12-01,17,1,23,45,8,8,0,22,20,1,5,1,5,1,35,1,5,1
2017-12-01,18,2,9,0,9,9,21,20,5,1,5,1,5,1,10,1,5,1
2017-12-01,18,2,9,15,9,9,21,20,6,1,8,1,6,1,16,1,8,1
2017-12-01,18,2,9,30,9,9,21,20,8,1,7,1,8,1,23,1,11,1
2017-12-01,18,2,9,45,9,9,21,20,7,1,8,1,10,1,28,1,15,1
2017-12-01,18,2,10,0,9,9,21,20,8,1,9,1,8,1,27,1,18,1
2017-12-01,18,2,10,15,9,9,21,20,6,1,8,1,6,1,51,1,8,1
2017-12-01,18,2,10,30,9,9,21,20,8,1,12,1,8,1,53,1,11,1
2017-12-01,18,2,10,45,9,9,21,20,10,1,19,1,10,1,50,1,15,1
2017-12-01,18,2,11,0,9,9,21,20,16,1,33,1,24,1,47,1,18,1
2017-12-01,18,2,11,15,9,9,21,20,20,1,35,1,28,1,50,1,23,1
2017-12-01,18,2,11,30,9,9,21,20,27,1,24,1,34,1,71,1,28,1
2017-12-01,18,2,11,45,9,9,21,20,34,1,31,1,41,1,65,1,34,1
2017-12-01,18,2,12,0,9,9,21,20,42,1,28,1,48,1,68,1,50,1
2017-12-01,18,2,12,15,9,9,21,20,43,1,35,1,60,1,71,1,52,1
2017-12-01,18,2,12,30,9,9,21,20,40,1,24,1,52,1,71,1,47,1
2017-12-01,18,2,12,45,9,9,21,20,37,1,31,1,45,1,83,1,46,1
2017-12-01,18,2,13,0,9,9,21,20,40,1,28,1,38,1,86,1,49,1
2017-12-01,18,2,13,15,9,9,21,20,43,1,35,1,60,1,75,1,48,1
2017-12-01,18,2,13,30,9,9,21,20,40,1,24,1,52,1,65,1,46,1
2017-12-01,18,2,13,45,9,9,21,20,37,1,31,1,45,1,54,1,39,1
2017-12-01,18,2,14,0,9,9,21,20,40,1,28,1,38,1,48,1,61,1
2017-12-01,18,2,14,15,9,9,21,20,43,1,35,1,60,1,71,1,67,1
2017-12-01,18,2,14,30,9,9,21,20,40,1,24,1,52,1,77,1,74,1
2017-12-01,18,2,14,45,9,9,21,20,37,1,26,1,45,1,80,1,71,1
2017-12-01,18,2,15,0,9,9,21,20,40,1,35,1,38,1,82,1,67,1
2017-12-01,18,2,15,15,9,9,21,20,43,1,25,1,60,1,85,1,62,1
2017-12-01,18,2,15,30,9,9,21,20,40,1,28,1,76,1,90,1,54,1
2017-12-01,18,2,15,45,9,9,21,20,37,1,27,1,52,1,95,1,43,1
2017-12-01,18,2,16,0,9,9,21,20,38,1,28,1,44,1,100,1,32,1
2017-12-01,18,2,16,15,9,9,21,20,45,1,25,1,64,1,75,1,21,1
2017-12-01,18,2,16,30,9,9,21,20,49,1,28,1,52,1,75,1,38,1
2017-12-01,18,2,16,45,9,9,21,20,42,1,28,1,44,1,75,1,52,1
2017-12-01,18,2,17,0,9,9,21,20,32,1,18,1,71,1,78,1,56,1
2017-12-01,18,2,17,15,9,9,21,20,41,1,24,1,74,1,85,1,36,1
2017-12-01,18,2,17,30,9,9,21,20,37,1,21,1,76,1,103,1,16,1
2017-12-01,18,2,17,45,9,9,21,20,42,1,28,1,79,1,70,1,15,1
2017-12-01,18,2,18,0,9,9,21,20,32,1,18,1,73,1,96,1,15,1
2017-12-01,18,2,18,15,9,9,21,20,31,1,16,1,60,1,87,1,15,1
2017-12-01,18,2,18,30,9,9,21,20,32,1,18,1,64,1,79,1,15,1
2017-12-01,18,2,18,45,9,9,21,20,34,1,19,1,78,1,70,1,15,1
2017-12-01,18,2,19,0,9,9,21,20,35,1,18,1,75,1,88,1,15,1
2017-12-01,18,2,19,15,9,9,21,20,35,1,14,1,69,1,87,1,10,1
2017-12-01,18,2,19,30,9,9,21,20,35,1,10,1,56,1,83,1,5,1
2017-12-01,18,2,19,45,9,9,21,20,35,1,5,1,44,1,79,1,5,1
2017-12-01,18,2,20,0,9,9,21,20,35,1,6,1,59,1,83,1,5,1
2017-12-01,18,2,20,15,9,9,21,20,35,1,8,1,48,1,87,1,5,1
2017-12-01,18,2,20,30,9,9,21,20,35,1,9,1,38,1,83,1,5,1
2017-12-01,18,2,20,45,9,9,21,20,35,1,10,1,30,1,79,1,5,1
2017-12-01,18,2,21,0,9,9,21,20,35,1,10,1,30,1,75,1,5,1
2017-12-01,19,3,9,0,9,9,21,20,5,1,5,1,5,1,30,1,5,1
2017-12-01,19,3,9,15,9,9,21,20,10,1,20,1,13,1,36,1,18,1
2017-12-01,19,3,9,30,9,9,21,20,16,1,26,1,18,1,45,1,12,1
2017-12-01,19,3,9,45,9,9,21,20,21,1,31,1,19,1,54,1,16,1
2017-12-01,19,3,10,0,9,9,21,20,25,1,37,1,25,1,76,1,19,1
2017-12-01,19,3,10,15,9,9,21,20,25,1,43,1,39,1,100,1,18,1
2017-12-01,19,3,10,30,9,9,21,20,25,1,42,1,30,1,100,1,29,1
2017-12-01,19,3,10,45,9,9,21,20,25,1,43,1,48,1,100,1,36,1
2017-12-01,19,3,11,0,9,9,21,20,30,1,42,1,49,1,100,1,41,1
2017-12-01,19,3,11,15,9,9,21,20,38,1,41,1,61,1,100,1,53,1
2017-12-01,19,3,11,30,9,9,21,20,40,1,42,1,64,1,84,1,68,1
2017-12-01,19,3,11,45,9,9,21,20,40,1,50,1,62,1,91,1,63,1
2017-12-01,19,3,12,0,9,9,21,20,40,1,46,1,53,1,87,1,43,1
2017-12-01,19,3,12,15,9,9,21,20,41,1,44,1,47,1,82,1,29,1
2017-12-01,19,3,12,30,9,9,21,20,47,1,41,1,51,1,84,1,30,1
2017-12-01,19,3,12,45,9,9,21,20,53,1,47,1,55,1,77,1,51,1
2017-12-01,19,3,13,0,9,9,21,20,59,1,52,1,64,1,81,1,57,1
2017-12-01,19,3,13,15,9,9,21,20,54,1,59,1,70,1,87,1,77,1
2017-12-01,19,3,13,30,9,9,21,20,47,1,42,1,73,1,102,1,66,1
2017-12-01,19,3,13,45,9,9,21,20,40,1,38,1,63,1,109,1,54,1
2017-12-01,19,3,14,0,9,9,21,20,33,1,35,1,55,1,115,1,46,1
2017-12-01,19,3,14,15,9,9,21,20,54,1,33,1,62,1,90,1,50,1
2017-12-01,19,3,14,30,9,9,21,20,47,1,31,1,69,1,90,1,54,1
2017-12-01,19,3,14,45,9,9,21,20,40,1,22,1,62,1,90,1,58,1
2017-12-01,19,3,15,0,9,9,21,20,33,1,21,1,55,1,90,1,65,1
2017-12-01,19,3,15,15,9,9,21,20,37,1,22,1,62,1,90,1,60,1
2017-12-01,19,3,15,30,9,9,21,20,49,1,23,1,69,1,90,1,54,1
2017-12-01,19,3,15,45,9,9,21,20,47,1,22,1,79,1,90,1,48,1
2017-12-01,19,3,16,0,9,9,21,20,34,1,32,1,70,1,90,1,35,1
2017-12-01,19,3,16,15,9,9,21,20,36,1,28,1,70,1,90,1,33,1
2017-12-01,19,3,16,30,9,9,21,20,33,1,17,1,70,1,90,1,32,1
2017-12-01,19,3,16,45,9,9,21,20,35,1,19,1,69,1,91,1,31,1
2017-12-01,19,3,17,0,9,9,21,20,37,1,17,1,63,1,94,1,29,1
2017-12-01,19,3,17,15,9,9,21,20,36,1,16,1,43,1,98,1,19,1
2017-12-01,19,3,17,30,9,9,21,20,38,1,17,1,52,1,104,1,23,1
2017-12-01,19,3,17,45,9,9,21,20,35,1,19,1,47,1,109,1,20,1
2017-12-01,19,3,18,0,9,9,21,20,32,1,17,1,41,1,110,1,29,1
2017-12-01,19,3,18,15,9,9,21,20,30,1,16,1,43,1,110,1,19,1
2017-12-01,19,3,18,30,9,9,21,20,28,1,17,1,46,1,110,1,10,1
2017-12-01,19,3,18,45,9,9,21,20,27,1,19,1,57,1,110,1,10,1
2017-12-01,19,3,19,0,9,9,21,20,26,1,17,1,74,1,110,1,10,1
2017-12-01,19,3,19,15,9,9,21,20,30,1,16,1,57,1,110,1,10,1
2017-12-01,19,3,19,30,9,9,21,20,28,1,17,1,41,1,110,1,10,1
2017-12-01,19,3,19,45,9,9,21,20,27,1,18,1,49,1,110,1,10,1
2017-12-01,19,3,20,0,9,9,21,20,26,1,22,1,48,1,110,1,10,1
2017-12-01,19,3,20,15,9,9,21,20,25,1,24,1,42,1,110,1,10,1
2017-12-01,19,3,20,30,9,9,21,20,25,1,18,1,35,1,110,1,10,1
2017-12-01,19,3,20,45,9,9,21,20,25,1,15,1,30,1,110,1,10,1
2017-12-01,19,3,21,0,9,9,21,20,25,1,15,1,30,1,110,1,10,1
2017-12-01,20,4,9,0,9,9,21,20,5,1,5,1,5,1,10,1,5,1
2017-12-01,20,4,9,15,9,9,21,20,7,1,7,1,9,1,39,1,8,1
2017-12-01,20,4,9,30,9,9,21,20,10,1,11,1,7,1,28,1,12,1
2017-12-01,20,4,9,45,9,9,21,20,14,1,13,1,8,1,16,1,9,1
2017-12-01,20,4,10,0,9,9,21,20,10,1,12,1,9,1,36,1,11,1
2017-12-01,20,4,10,15,9,9,21,20,7,1,13,1,9,1,49,1,8,1
2017-12-01,20,4,10,30,9,9,21,20,10,1,11,1,15,1,55,1,12,1
2017-12-01,20,4,10,45,9,9,21,20,14,1,13,1,23,1,60,1,9,1
2017-12-01,20,4,11,0,9,9,21,20,18,1,16,1,29,1,73,1,11,1
2017-12-01,20,4,11,15,9,9,21,20,23,1,20,1,35,1,65,1,8,1
2017-12-01,20,4,11,30,9,9,21,20,29,1,25,1,42,1,70,1,12,1
2017-12-01,20,4,11,45,9,9,21,20,33,1,30,1,54,1,67,1,19,1
2017-12-01,20,4,12,0,9,9,21,20,37,1,35,1,56,1,64,1,33,1
2017-12-01,20,4,12,15,9,9,21,20,40,1,40,1,41,1,65,1,42,1
2017-12-01,20,4,12,30,9,9,21,20,44,1,36,1,39,1,50,1,29,1
2017-12-01,20,4,12,45,9,9,21,20,40,1,31,1,46,1,65,1,19,1
2017-12-01,20,4,13,0,9,9,21,20,38,1,29,1,52,1,83,1,19,1
2017-12-01,20,4,13,15,9,9,21,20,35,1,27,1,52,1,67,1,18,1
2017-12-01,20,4,13,30,9,9,21,20,39,1,26,1,47,1,79,1,17,1
2017-12-01,20,4,13,45,9,9,21,20,44,1,24,1,42,1,75,1,19,1
2017-12-01,20,4,14,0,9,9,21,20,40,1,21,1,42,1,83,1,15,1
2017-12-01,20,4,14,15,9,9,21,20,41,1,25,1,45,1,67,1,17,1
2017-12-01,20,4,14,30,9,9,21,20,39,1,33,1,52,1,72,1,19,1
2017-12-01,20,4,14,45,9,9,21,20,44,1,35,1,61,1,71,1,14,1
2017-12-01,20,4,15,0,9,9,21,20,33,1,32,1,73,1,64,1,10,1
2017-12-01,20,4,15,15,9,9,21,20,37,1,29,1,64,1,60,1,9,1
2017-12-01,20,4,15,30,9,9,21,20,33,1,26,1,68,1,60,1,8,1
2017-12-01,20,4,15,45,9,9,21,20,28,1,19,1,45,1,66,1,6,1
2017-12-01,20,4,16,0,9,9,21,20,33,1,14,1,49,1,73,1,5,1
2017-12-01,20,4,16,15,9,9,21,20,21,1,12,1,53,1,80,1,9,1
2017-12-01,20,4,16,30,9,9,21,20,31,1,13,1,57,1,86,1,8,1
2017-12-01,20,4,16,45,9,9,21,20,39,1,29,1,62,1,90,1,6,1
2017-12-01,20,4,17,0,9,9,21,20,45,1,19,1,58,1,90,1,5,1
2017-12-01,20,4,17,15,9,9,21,20,45,1,15,1,54,1,90,1,9,1
2017-12-01,20,4,17,30,9,9,21,20,45,1,15,1,49,1,90,1,8,1
2017-12-01,20,4,17,45,9,9,21,20,45,1,15,1,44,1,90,1,6,1
2017-12-01,20,4,18,0,9,9,21,20,29,1,15,1,58,1,90,1,5,1
2017-12-01,20,4,18,15,9,9,21,20,36,1,15,1,35,1,85,1,5,1
2017-12-01,20,4,18,30,9,9,21,20,30,1,15,1,45,1,86,1,5,1
2017-12-01,20,4,18,45,9,9,21,20,24,1,15,1,54,1,83,1,5,1
2017-12-01,20,4,19,0,9,9,21,20,29,1,15,1,55,1,80,1,5,1
2017-12-01,20,4,19,15,9,9,21,20,15,1,15,1,41,1,85,1,5,1
2017-12-01,20,4,19,30,9,9,21,20,15,1,15,1,32,1,75,1,5,1
2017-12-01,20,4,19,45,9,9,21,20,15,1,15,1,41,1,75,1,5,1
2017-12-01,20,4,20,0,9,9,21,20,15,1,15,1,43,1,73,1,5,1
