year,month,date,dlr_open,dca_open,dlr_close,dca_close,weather_daily_tempHigh,weather_daily_tempLow,weather_daily_precip,parkPopulation
2019,2,26,9,9,21,20,66.05,51.05,0,264
2019,2,27,9,9,21,20,64.74,56.12,0.1,217
2019,2,28,9,9,21,20,66.25,57.02,0,283
2019,3,1,8,8,0,22,65.84,55.66,0,260
2019,3,2,8,8,0,22,61.11,56.12,1,182
2019,3,3,8,8,23,22,61.43,53.47,0.14,190
2019,3,4,9,9,22,20,61.66,49.15,0,262
2019,3,5,9,9,21,20,66.4,56.52,0.43,151
2019,3,6,9,9,20,20,60.11,54.12,1,77
2019,3,7,9,9,20,20,61.13,48.25,0.6,177
2019,3,8,9,9,0,22,58.23,48.06,0.4,188
2019,3,9,8,8,0,22,58.95,47.02,0,262
2019,3,10,8,8,0,22,58.86,47.83,0,217
2019,3,11,8,8,0,22,64.71,52.11,0.41,330
2019,3,12,8,8,23,22,66.2,50.66,0.42,374
2019,3,13,8,8,23,22,64.43,53.53,0,330
2019,3,14,8,8,0,22,69.31,56.25,0,380
2019,3,15,8,8,23,22,73.85,59.7,0,342
2019,3,16,8,8,0,22,79.15,57.53,0,468
2019,3,17,8,8,0,22,82.8,56.94,0,375
2019,3,18,8,8,0,22,77.39,54.82,0,426
2019,3,19,8,8,23,22,66.35,56.59,0,420
2019,3,20,8,8,23,22,61.71,51.92,0.38,272
2019,3,21,8,8,23,22,58.68,49.62,0.67,371
2019,3,22,8,8,0,22,64.41,51.48,0,327
2019,3,23,8,8,0,22,64.18,52.8,0,382
2019,3,24,8,8,0,22,69.31,52.54,0,345
2019,3,25,8,8,0,22,75.12,52.21,0,371
2019,3,26,8,8,0,22,72.48,54.02,0,382
2019,3,27,8,8,0,22,68.63,54.73,0,311
2019,3,28,8,8,0,22,67.11,51.24,0,384
2019,3,29,8,8,0,22,69.2,52.85,0,309
2019,3,30,8,8,0,22,78.48,56.74,0,400
2019,3,31,8,8,0,22,81.58,60.84,0,300
