year,month,date,dlr_open,dca_open,dlr_close,dca_close,weather_daily_tempHigh,weather_daily_tempLow,weather_daily_precip,parkPopulation
2019,4,1,8,8,0,22,81.55,56.29,0,471
2019,4,2,8,8,0,22,66.43,54.47,0.1,378
2019,4,3,8,8,0,22,64.78,54.32,0.33,342
2019,4,4,8,8,0,22,65.37,53.7,0.25,364
2019,4,5,8,8,23,22,65.04,54.57,0,335
2019,4,6,8,8,23,22,67.12,54.09,0.1,382
2019,4,7,8,8,0,22,77.8,58.54,0,226
2019,4,8,8,8,0,22,82.62,58.89,0,183
2019,4,9,8,8,0,22,72.16,57.7,0,189
2019,4,10,8,8,0,22,74.14,51.91,0,166
2019,4,11,8,8,0,22,68.54,50.83,0,177
2019,4,12,9,9,23,22,69.61,52.13,0,255
2019,4,13,9,9,23,21,74.53,54.24,0,329
2019,4,14,9,9,23,22,73.3,51.65,0,231
2019,4,15,8,8,23,21,67.15,55.35,0,212
2019,4,16,8,8,23,21,66.15,50.11,0.26,236
2019,4,17,8,8,23,22,73.21,53.42,0.04,222
2019,4,18,8,8,0,22,79.6,55.28,0,264
2019,4,19,8,8,23,22,70.31,55.09,0.03,238
2019,4,20,8,8,23,21,63.89,54.17,0.06,249
2019,4,21,8,8,23,22,65.85,49.6,0,179
2019,4,22,8,8,0,22,68.82,53,0,233
2019,4,23,8,8,0,22,71.3,55.79,0,350
2019,4,24,8,8,0,22,71.89,56.38,0,357
2019,4,25,8,8,0,22,71.71,55.81,0,359
2019,4,26,8,8,0,22,68.29,56.23,0.03,317
2019,4,27,8,8,0,22,66.19,56.6,0,387
2019,4,28,8,8,0,22,66.92,55.76,0.06,254
2019,4,29,9,9,23,21,65.73,57.11,0.75,403
