year,month,day_of_month,day_of_week,hour_of_day,minute,dlr_open,dca_open,dlr_close,dca_close,ride-0,wait-0,open-0,ride-1,wait-1,open-1,ride-2,wait-2,open-2,ride-3,wait-3,open-3,ride-4,wait-4,open-4
2018, 1, 5, 6, 20, 15, 08, 08, 00, 23, 353405, 23, 1, 353293, 26, 1, 353347, 43, 1, 353435, 86, 1, 353437, 0, 0
2018, 1, 5, 6, 20, 30, 08, 08, 00, 23, 353405, 21, 1, 353293, 20, 1, 353347, 44, 1, 353435, 79, 1, 353437, 0, 0
2018, 1, 5, 6, 20, 45, 08, 08, 00, 23, 353405, 23, 1, 353293, 6, 1, 353347, 49, 1, 353435, 73, 1, 353437, 0, 0
2018, 1, 5, 6, 21, 0, 08, 08, 00, 23, 353405, 22, 1, 353293, 18, 1, 353347, 41, 1, 353435, 67, 1, 353437, 0, 0
2018, 1, 5, 6, 21, 15, 08, 08, 00, 23, 353405, 23, 1, 353293, 14, 1, 353347, 34, 1, 353435, 56, 1, 353437, 0, 0
2018, 1, 5, 6, 21, 30, 08, 08, 00, 23, 353405, 21, 1, 353293, 20, 1, 353347, 37, 1, 353435, 59, 1, 353437, 0, 0
2018, 1, 5, 6, 21, 45, 08, 08, 00, 23, 353405, 23, 1, 353293, 6, 1, 353347, 33, 1, 353435, 74, 1, 353437, 0, 0
2018, 1, 5, 6, 22, 0, 08, 08, 00, 23, 353405, 22, 1, 353293, 5, 1, 353347, 29, 1, 353435, 89, 1, 353437, 0, 0
2018, 1, 5, 6, 22, 15, 08, 08, 00, 23, 353405, 23, 1, 353293, 5, 1, 353347, 25, 1, 353435, 94, 1, 353437, 0, 0
2018, 1, 5, 6, 22, 30, 08, 08, 00, 23, 353405, 21, 1, 353293, 5, 1, 353347, 28, 1, 353435, 80, 1, 353437, 0, 0
2018, 1, 5, 6, 22, 45, 08, 08, 00, 23, 353405, 20, 1, 353293, 5, 1, 353347, 30, 1, 353435, 68, 1, 353437, 0, 0
2018, 1, 5, 6, 23, 0, 08, 08, 00, 23, 353405, 20, 1, 353293, 5, 1, 353347, 33, 1, 353435, 58, 1, 353437, 0, 0
2018, 1, 5, 6, 23, 15, 08, 08, 00, 23, 353405, 20, 1, 353293, 5, 1, 353347, 32, 1, 353435, 48, 1, 353437, 0, 0
2018, 1, 5, 6, 23, 30, 08, 08, 00, 23, 353405, 20, 1, 353293, 5, 1, 353347, 20, 1, 353435, 38, 1, 353437, 0, 0
2018, 1, 5, 6, 23, 45, 08, 08, 00, 23, 353405, 20, 1, 353293, 5, 1, 353347, 10, 1, 353435, 27, 1, 353437, 0, 0
2018, 1, 6, 7, 8, 0, 08, 08, 00, 22, 353405, 5, 1, 353293, 5, 1, 353347, 5, 1, 353435, 20, 1, 353437, 0, 0
2018, 1, 6, 7, 8, 15, 08, 08, 00, 22, 353405, 5, 1, 353293, 5, 1, 353347, 14, 1, 353435, 12, 1, 353437, 0, 0
2018, 1, 6, 7, 8, 30, 08, 08, 00, 22, 353405, 5, 1, 353293, 8, 1, 353347, 9, 1, 353435, 44, 1, 353437, 0, 0
2018, 1, 6, 7, 8, 45, 08, 08, 00, 22, 353405, 5, 1, 353293, 9, 1, 353347, 11, 1, 353435, 39, 1, 353437, 0, 0
2018, 1, 6, 7, 9, 0, 08, 08, 00, 22, 353405, 5, 1, 353293, 8, 1, 353347, 13, 1, 353435, 35, 1, 353437, 0, 0
2018, 1, 6, 7, 9, 15, 08, 08, 00, 22, 353405, 9, 1, 353293, 6, 1, 353347, 14, 1, 353435, 30, 1, 353437, 0, 0
2018, 1, 6, 7, 9, 30, 08, 08, 00, 22, 353405, 14, 1, 353293, 5, 1, 353347, 20, 1, 353435, 44, 1, 353437, 0, 0
2018, 1, 6, 7, 9, 45, 08, 08, 00, 22, 353405, 19, 1, 353293, 7, 1, 353347, 38, 1, 353435, 58, 1, 353437, 0, 0
2018, 1, 6, 7, 10, 0, 08, 08, 00, 22, 353405, 25, 1, 353293, 8, 1, 353347, 37, 1, 353435, 54, 1, 353437, 0, 0
2018, 1, 6, 7, 10, 15, 08, 08, 00, 22, 353405, 28, 1, 353293, 10, 1, 353347, 33, 1, 353435, 49, 1, 353437, 0, 0
2018, 1, 6, 7, 10, 30, 08, 08, 00, 22, 353405, 30, 1, 353293, 30, 1, 353347, 31, 1, 353435, 45, 1, 353437, 0, 0
2018, 1, 6, 7, 10, 45, 08, 08, 00, 22, 353405, 30, 1, 353293, 23, 1, 353347, 35, 1, 353435, 49, 1, 353437, 0, 0
2018, 1, 6, 7, 11, 0, 08, 08, 00, 22, 353405, 30, 1, 353293, 17, 1, 353347, 40, 1, 353435, 53, 1, 353437, 0, 0
2018, 1, 6, 7, 11, 15, 08, 08, 00, 22, 353405, 30, 1, 353293, 11, 1, 353347, 47, 1, 353435, 78, 1, 353437, 0, 0
2018, 1, 6, 7, 11, 30, 08, 08, 00, 22, 353405, 43, 1, 353293, 13, 1, 353347, 48, 1, 353435, 93, 1, 353437, 0, 0
2018, 1, 6, 7, 11, 45, 08, 08, 00, 22, 353405, 54, 1, 353293, 21, 1, 353347, 45, 1, 353435, 94, 1, 353437, 0, 0
2018, 1, 6, 7, 12, 0, 08, 08, 00, 22, 353405, 46, 1, 353293, 18, 1, 353347, 41, 1, 353435, 71, 1, 353437, 0, 0
2018, 1, 6, 7, 12, 15, 08, 08, 00, 22, 353405, 37, 1, 353293, 20, 1, 353347, 41, 1, 353435, 84, 1, 353437, 0, 0
2018, 1, 6, 7, 12, 30, 08, 08, 00, 22, 353405, 30, 1, 353293, 22, 1, 353347, 54, 1, 353435, 77, 1, 353437, 0, 0
2018, 1, 6, 7, 12, 45, 08, 08, 00, 22, 353405, 33, 1, 353293, 21, 1, 353347, 49, 1, 353435, 94, 1, 353437, 0, 0
2018, 1, 6, 7, 13, 0, 08, 08, 00, 22, 353405, 36, 1, 353293, 28, 1, 353347, 46, 1, 353435, 71, 1, 353437, 0, 0
2018, 1, 6, 7, 13, 15, 08, 08, 00, 22, 353405, 39, 1, 353293, 33, 1, 353347, 52, 1, 353435, 47, 1, 353437, 0, 0
2018, 1, 6, 7, 13, 30, 08, 08, 00, 22, 353405, 42, 1, 353293, 38, 1, 353347, 53, 1, 353435, 56, 1, 353437, 0, 0
2018, 1, 6, 7, 13, 45, 08, 08, 00, 22, 353405, 41, 1, 353293, 33, 1, 353347, 49, 1, 353435, 68, 1, 353437, 0, 0
2018, 1, 6, 7, 14, 0, 08, 08, 00, 22, 353405, 42, 1, 353293, 28, 1, 353347, 45, 1, 353435, 77, 1, 353437, 0, 0
2018, 1, 6, 7, 14, 15, 08, 08, 00, 22, 353405, 43, 1, 353293, 33, 1, 353347, 41, 1, 353435, 90, 1, 353437, 0, 0
2018, 1, 6, 7, 14, 30, 08, 08, 00, 22, 353405, 42, 1, 353293, 38, 1, 353347, 44, 1, 353435, 90, 1, 353437, 0, 0
2018, 1, 6, 7, 14, 45, 08, 08, 00, 22, 353405, 45, 1, 353293, 32, 1, 353347, 57, 1, 353435, 90, 1, 353437, 0, 0
2018, 1, 6, 7, 15, 0, 08, 08, 00, 22, 353405, 41, 1, 353293, 16, 1, 353347, 56, 1, 353435, 93, 1, 353437, 0, 0
2018, 1, 6, 7, 15, 15, 08, 08, 00, 22, 353405, 37, 1, 353293, 27, 1, 353347, 50, 1, 353435, 97, 1, 353437, 0, 0
2018, 1, 6, 7, 15, 30, 08, 08, 00, 22, 353405, 33, 1, 353293, 22, 1, 353347, 59, 1, 353435, 102, 1, 353437, 0, 0
2018, 1, 6, 7, 15, 45, 08, 08, 00, 22, 353405, 45, 1, 353293, 32, 1, 353347, 69, 1, 353435, 108, 1, 353437, 0, 0
2018, 1, 6, 7, 16, 0, 08, 08, 00, 22, 353405, 41, 1, 353293, 16, 1, 353347, 70, 1, 353435, 105, 1, 353437, 0, 0
2018, 1, 6, 7, 16, 15, 08, 08, 00, 22, 353405, 37, 1, 353293, 13, 1, 353347, 70, 1, 353435, 118, 1, 353437, 0, 0
2018, 1, 6, 7, 16, 30, 08, 08, 00, 22, 353405, 33, 1, 353293, 19, 1, 353347, 45, 1, 353435, 109, 1, 353437, 0, 0
2018, 1, 6, 7, 16, 45, 08, 08, 00, 22, 353405, 33, 1, 353293, 25, 1, 353347, 56, 1, 353435, 101, 1, 353437, 0, 0
2018, 1, 6, 7, 17, 0, 08, 08, 00, 22, 353405, 42, 1, 353293, 28, 1, 353347, 59, 1, 353435, 105, 1, 353437, 0, 0
2018, 1, 6, 7, 17, 15, 08, 08, 00, 22, 353405, 36, 1, 353293, 26, 1, 353347, 62, 1, 353435, 109, 1, 353437, 0, 0
2018, 1, 6, 7, 17, 30, 08, 08, 00, 22, 353405, 39, 1, 353293, 28, 1, 353347, 65, 1, 353435, 84, 1, 353437, 0, 0
2018, 1, 6, 7, 17, 45, 08, 08, 00, 22, 353405, 33, 1, 353293, 29, 1, 353347, 64, 1, 353435, 60, 1, 353437, 0, 0
2018, 1, 6, 7, 18, 0, 08, 08, 00, 22, 353405, 42, 1, 353293, 26, 1, 353347, 57, 1, 353435, 83, 1, 353437, 0, 0
2018, 1, 6, 7, 18, 15, 08, 08, 00, 22, 353405, 42, 1, 353293, 20, 1, 353347, 50, 1, 353435, 68, 1, 353437, 0, 0
2018, 1, 6, 7, 18, 30, 08, 08, 00, 22, 353405, 37, 1, 353293, 21, 1, 353347, 52, 1, 353435, 71, 1, 353437, 0, 0
2018, 1, 6, 7, 18, 45, 08, 08, 00, 22, 353405, 33, 1, 353293, 22, 1, 353347, 74, 1, 353435, 81, 1, 353437, 0, 0
2018, 1, 6, 7, 19, 0, 08, 08, 00, 22, 353405, 30, 1, 353293, 23, 1, 353347, 59, 1, 353435, 95, 1, 353437, 0, 0
2018, 1, 6, 7, 19, 15, 08, 08, 00, 22, 353405, 30, 1, 353293, 24, 1, 353347, 45, 1, 353435, 93, 1, 353437, 0, 0
2018, 1, 6, 7, 19, 30, 08, 08, 00, 22, 353405, 30, 1, 353293, 23, 1, 353347, 42, 1, 353435, 95, 1, 353437, 0, 0
2018, 1, 6, 7, 19, 45, 08, 08, 00, 22, 353405, 30, 1, 353293, 19, 1, 353347, 39, 1, 353435, 97, 1, 353437, 0, 0
2018, 1, 6, 7, 20, 0, 08, 08, 00, 22, 353405, 30, 1, 353293, 15, 1, 353347, 36, 1, 353435, 95, 1, 353437, 0, 0
2018, 1, 6, 7, 20, 15, 08, 08, 00, 22, 353405, 30, 1, 353293, 16, 1, 353347, 44, 1, 353435, 93, 1, 353437, 0, 0
2018, 1, 6, 7, 20, 30, 08, 08, 00, 22, 353405, 30, 1, 353293, 18, 1, 353347, 51, 1, 353435, 84, 1, 353437, 0, 0
2018, 1, 6, 7, 20, 45, 08, 08, 00, 22, 353405, 30, 1, 353293, 19, 1, 353347, 50, 1, 353435, 76, 1, 353437, 0, 0
2018, 1, 6, 7, 21, 0, 08, 08, 00, 22, 353405, 30, 1, 353293, 20, 1, 353347, 30, 1, 353435, 45, 1, 353437, 0, 0
2018, 1, 6, 7, 21, 15, 08, 08, 00, 22, 353405, 30, 1, 353293, 12, 1, 353347, 37, 1, 353435, 52, 1, 353437, 0, 0
2018, 1, 6, 7, 21, 30, 08, 08, 00, 22, 353405, 30, 1, 353293, 16, 1, 353347, 44, 1, 353435, 58, 1, 353437, 0, 0
2018, 1, 6, 7, 21, 45, 08, 08, 00, 22, 353405, 30, 1, 353293, 14, 1, 353347, 48, 1, 353435, 110, 1, 353437, 0, 0
2018, 1, 6, 7, 22, 0, 08, 08, 00, 22, 353405, 30, 1, 353293, 20, 1, 353347, 42, 1, 353435, 94, 1, 353437, 0, 0
2018, 1, 6, 7, 22, 15, 08, 08, 00, 22, 353405, 30, 1, 353293, 12, 1, 353347, 49, 1, 353435, 72, 1, 353437, 0, 0
2018, 1, 6, 7, 22, 30, 08, 08, 00, 22, 353405, 28, 1, 353293, 13, 1, 353347, 39, 1, 353435, 58, 1, 353437, 0, 0
2018, 1, 6, 7, 22, 45, 08, 08, 00, 22, 353405, 22, 1, 353293, 13, 1, 353347, 31, 1, 353435, 52, 1, 353437, 0, 0
2018, 1, 6, 7, 23, 0, 08, 08, 00, 22, 353405, 17, 1, 353293, 11, 1, 353347, 33, 1, 353435, 57, 1, 353437, 0, 0
2018, 1, 6, 7, 23, 15, 08, 08, 00, 22, 353405, 11, 1, 353293, 8, 1, 353347, 34, 1, 353435, 70, 1, 353437, 0, 0
2018, 1, 6, 7, 23, 30, 08, 08, 00, 22, 353405, 10, 1, 353293, 5, 1, 353347, 24, 1, 353435, 82, 1, 353437, 0, 0
2018, 1, 6, 7, 23, 45, 08, 08, 00, 22, 353405, 10, 1, 353293, 5, 1, 353347, 20, 1, 353435, 56, 1, 353437, 0, 0
2018, 1, 7, 1, 8, 0, 08, 08, 00, 23, 353405, 5, 1, 353293, 5, 1, 353347, 5, 1, 353435, 10, 1, 353437, 0, 0
2018, 1, 7, 1, 8, 15, 08, 08, 00, 23, 353405, 7, 1, 353293, 10, 1, 353347, 13, 1, 353435, 21, 1, 353437, 0, 0
2018, 1, 7, 1, 8, 30, 08, 08, 00, 23, 353405, 10, 1, 353293, 7, 1, 353347, 10, 1, 353435, 25, 1, 353437, 0, 0
2018, 1, 7, 1, 8, 45, 08, 08, 00, 23, 353405, 13, 1, 353293, 8, 1, 353347, 13, 1, 353435, 26, 1, 353437, 0, 0
2018, 1, 7, 1, 9, 0, 08, 08, 00, 23, 353405, 10, 1, 353293, 9, 1, 353347, 15, 1, 353435, 35, 1, 353437, 0, 0
2018, 1, 7, 1, 9, 15, 08, 08, 00, 23, 353405, 7, 1, 353293, 10, 1, 353347, 13, 1, 353435, 44, 1, 353437, 0, 0
2018, 1, 7, 1, 9, 30, 08, 08, 00, 23, 353405, 10, 1, 353293, 7, 1, 353347, 21, 1, 353435, 49, 1, 353437, 0, 0
2018, 1, 7, 1, 9, 45, 08, 08, 00, 23, 353405, 13, 1, 353293, 8, 1, 353347, 26, 1, 353435, 53, 1, 353437, 0, 0
2018, 1, 7, 1, 10, 0, 08, 08, 00, 23, 353405, 16, 1, 353293, 9, 1, 353347, 31, 1, 353435, 57, 1, 353437, 0, 0
2018, 1, 7, 1, 10, 15, 08, 08, 00, 23, 353405, 20, 1, 353293, 10, 1, 353347, 35, 1, 353435, 53, 1, 353437, 0, 0
2018, 1, 7, 1, 10, 30, 08, 08, 00, 23, 353405, 23, 1, 353293, 13, 1, 353347, 39, 1, 353435, 49, 1, 353437, 0, 0
2018, 1, 7, 1, 10, 45, 08, 08, 00, 23, 353405, 29, 1, 353293, 16, 1, 353347, 42, 1, 353435, 53, 1, 353437, 0, 0
2018, 1, 7, 1, 11, 0, 08, 08, 00, 23, 353405, 29, 1, 353293, 17, 1, 353347, 43, 1, 353435, 57, 1, 353437, 0, 0
2018, 1, 7, 1, 11, 15, 08, 08, 00, 23, 353405, 27, 1, 353293, 19, 1, 353347, 38, 1, 353435, 56, 1, 353437, 0, 0
2018, 1, 7, 1, 11, 30, 08, 08, 00, 23, 353405, 26, 1, 353293, 17, 1, 353347, 41, 1, 353435, 57, 1, 353437, 0, 0
2018, 1, 7, 1, 11, 45, 08, 08, 00, 23, 353405, 27, 1, 353293, 16, 1, 353347, 39, 1, 353435, 55, 1, 353437, 0, 0
2018, 1, 7, 1, 12, 0, 08, 08, 00, 23, 353405, 30, 1, 353293, 18, 1, 353347, 43, 1, 353435, 53, 1, 353437, 0, 0
2018, 1, 7, 1, 12, 15, 08, 08, 00, 23, 353405, 34, 1, 353293, 17, 1, 353347, 38, 1, 353435, 56, 1, 353437, 0, 0
2018, 1, 7, 1, 12, 30, 08, 08, 00, 23, 353405, 37, 1, 353293, 18, 1, 353347, 37, 1, 353435, 52, 1, 353437, 0, 0
2018, 1, 7, 1, 12, 45, 08, 08, 00, 23, 353405, 39, 1, 353293, 16, 1, 353347, 44, 1, 353435, 57, 1, 353437, 0, 0
2018, 1, 7, 1, 13, 0, 08, 08, 00, 23, 353405, 31, 1, 353293, 18, 1, 353347, 50, 1, 353435, 63, 1, 353437, 0, 0
2018, 1, 7, 1, 13, 15, 08, 08, 00, 23, 353405, 27, 1, 353293, 17, 1, 353347, 50, 1, 353435, 58, 1, 353437, 0, 0
2018, 1, 7, 1, 13, 30, 08, 08, 00, 23, 353405, 33, 1, 353293, 18, 1, 353347, 46, 1, 353435, 45, 1, 353437, 0, 0
2018, 1, 7, 1, 13, 45, 08, 08, 00, 23, 353405, 39, 1, 353293, 16, 1, 353347, 42, 1, 353435, 55, 1, 353437, 0, 0
2018, 1, 7, 1, 14, 0, 08, 08, 00, 23, 353405, 45, 1, 353293, 18, 1, 353347, 49, 1, 353435, 62, 1, 353437, 0, 0
2018, 1, 7, 1, 14, 15, 08, 08, 00, 23, 353405, 34, 1, 353293, 17, 1, 353347, 64, 1, 353435, 55, 1, 353437, 0, 0
2018, 1, 7, 1, 14, 30, 08, 08, 00, 23, 353405, 33, 1, 353293, 18, 1, 353347, 65, 1, 353435, 48, 1, 353437, 0, 0
2018, 1, 7, 1, 14, 45, 08, 08, 00, 23, 353405, 32, 1, 353293, 16, 1, 353347, 52, 1, 353435, 52, 1, 353437, 0, 0
2018, 1, 7, 1, 15, 0, 08, 08, 00, 23, 353405, 31, 1, 353293, 18, 1, 353347, 48, 1, 353435, 63, 1, 353437, 0, 0
2018, 1, 7, 1, 15, 15, 08, 08, 00, 23, 353405, 31, 1, 353293, 17, 1, 353347, 56, 1, 353435, 69, 1, 353437, 0, 0
2018, 1, 7, 1, 15, 30, 08, 08, 00, 23, 353405, 33, 1, 353293, 18, 1, 353347, 58, 1, 353435, 75, 1, 353437, 0, 0
2018, 1, 7, 1, 15, 45, 08, 08, 00, 23, 353405, 35, 1, 353293, 16, 1, 353347, 52, 1, 353435, 83, 1, 353437, 0, 0
2018, 1, 7, 1, 16, 0, 08, 08, 00, 23, 353405, 33, 1, 353293, 18, 1, 353347, 46, 1, 353435, 68, 1, 353437, 0, 0
2018, 1, 7, 1, 16, 15, 08, 08, 00, 23, 353405, 31, 1, 353293, 17, 1, 353347, 48, 1, 353435, 53, 1, 353437, 0, 0
2018, 1, 7, 1, 16, 30, 08, 08, 00, 23, 353405, 33, 1, 353293, 18, 1, 353347, 53, 1, 353435, 68, 1, 353437, 0, 0
2018, 1, 7, 1, 16, 45, 08, 08, 00, 23, 353405, 35, 1, 353293, 16, 1, 353347, 65, 1, 353435, 83, 1, 353437, 0, 0
2018, 1, 7, 1, 17, 0, 08, 08, 00, 23, 353405, 38, 1, 353293, 18, 1, 353347, 93, 1, 353435, 68, 1, 353437, 0, 0
2018, 1, 7, 1, 17, 15, 08, 08, 00, 23, 353405, 42, 1, 353293, 21, 1, 353347, 81, 1, 353435, 53, 1, 353437, 0, 0
2018, 1, 7, 1, 17, 30, 08, 08, 00, 23, 353405, 38, 1, 353293, 23, 1, 353347, 70, 1, 353435, 100, 1, 353437, 0, 0
2018, 1, 7, 1, 17, 45, 08, 08, 00, 23, 353405, 28, 1, 353293, 19, 1, 353347, 59, 1, 353435, 58, 1, 353437, 0, 0
2018, 1, 7, 1, 18, 0, 08, 08, 00, 23, 353405, 25, 1, 353293, 15, 1, 353347, 36, 1, 353435, 93, 1, 353437, 0, 0
2018, 1, 7, 1, 18, 15, 08, 08, 00, 23, 353405, 22, 1, 353293, 11, 1, 353347, 44, 1, 353435, 85, 1, 353437, 0, 0
2018, 1, 7, 1, 18, 30, 08, 08, 00, 23, 353405, 25, 1, 353293, 11, 1, 353347, 70, 1, 353435, 79, 1, 353437, 0, 0
2018, 1, 7, 1, 18, 45, 08, 08, 00, 23, 353405, 28, 1, 353293, 14, 1, 353347, 49, 1, 353435, 61, 1, 353437, 0, 0
2018, 1, 7, 1, 19, 0, 08, 08, 00, 23, 353405, 25, 1, 353293, 13, 1, 353347, 45, 1, 353435, 75, 1, 353437, 0, 0
2018, 1, 7, 1, 19, 15, 08, 08, 00, 23, 353405, 22, 1, 353293, 10, 1, 353347, 39, 1, 353435, 83, 1, 353437, 0, 0
2018, 1, 7, 1, 19, 30, 08, 08, 00, 23, 353405, 19, 1, 353293, 13, 1, 353347, 44, 1, 353435, 92, 1, 353437, 0, 0
2018, 1, 7, 1, 19, 45, 08, 08, 00, 23, 353405, 18, 1, 353293, 12, 1, 353347, 54, 1, 353435, 100, 1, 353437, 0, 0
2018, 1, 7, 1, 20, 0, 08, 08, 00, 23, 353405, 16, 1, 353293, 13, 1, 353347, 30, 1, 353435, 68, 1, 353437, 0, 0
2018, 1, 7, 1, 20, 15, 08, 08, 00, 23, 353405, 18, 1, 353293, 10, 1, 353347, 38, 1, 353435, 47, 1, 353437, 0, 0
2018, 1, 7, 1, 20, 30, 08, 08, 00, 23, 353405, 19, 1, 353293, 5, 1, 353347, 45, 1, 353435, 55, 1, 353437, 0, 0
2018, 1, 7, 1, 20, 45, 08, 08, 00, 23, 353405, 18, 1, 353293, 7, 1, 353347, 42, 1, 353435, 58, 1, 353437, 0, 0
2018, 1, 7, 1, 21, 0, 08, 08, 00, 23, 353405, 16, 1, 353293, 8, 1, 353347, 36, 1, 353435, 48, 1, 353437, 0, 0
2018, 1, 7, 1, 21, 15, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 29, 1, 353435, 28, 1, 353437, 0, 0
2018, 1, 7, 1, 21, 30, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 22, 1, 353435, 20, 1, 353437, 0, 0
2018, 1, 7, 1, 21, 45, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 25, 1, 353435, 36, 1, 353437, 0, 0
2018, 1, 7, 1, 22, 0, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 22, 1, 353435, 59, 1, 353437, 0, 0
2018, 1, 7, 1, 22, 15, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 29, 1, 353435, 51, 1, 353437, 0, 0
2018, 1, 7, 1, 22, 30, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 22, 1, 353435, 43, 1, 353437, 0, 0
2018, 1, 7, 1, 22, 45, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 15, 1, 353435, 52, 1, 353437, 0, 0
2018, 1, 7, 1, 23, 0, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 15, 1, 353435, 25, 1, 353437, 0, 0
2018, 1, 7, 1, 23, 15, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 15, 1, 353435, 37, 1, 353437, 0, 0
2018, 1, 7, 1, 23, 30, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 15, 1, 353435, 44, 1, 353437, 0, 0
2018, 1, 7, 1, 23, 45, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 15, 1, 353435, 40, 1, 353437, 0, 0
2018, 1, 8, 2, 9, 0, 09, 09, 21, 21, 353405, 5, 1, 353293, 5, 1, 353347, 0, 0, 353435, 10, 1, 353437, 0, 0
2018, 1, 8, 2, 9, 15, 09, 09, 21, 21, 353405, 5, 1, 353293, 13, 1, 353347, 0, 0, 353435, 21, 1, 353437, 0, 0
2018, 1, 8, 2, 9, 30, 09, 09, 21, 21, 353405, 5, 1, 353293, 9, 1, 353347, 0, 0, 353435, 25, 1, 353437, 0, 0
2018, 1, 8, 2, 9, 45, 09, 09, 21, 21, 353405, 5, 1, 353293, 11, 1, 353347, 0, 0, 353435, 29, 1, 353437, 0, 0
2018, 1, 8, 2, 10, 0, 09, 09, 21, 21, 353405, 5, 1, 353293, 13, 1, 353347, 0, 0, 353435, 30, 1, 353437, 0, 0
2018, 1, 8, 2, 10, 15, 09, 09, 21, 21, 353405, 5, 1, 353293, 13, 1, 353347, 0, 0, 353435, 36, 1, 353437, 0, 0
2018, 1, 8, 2, 10, 30, 09, 09, 21, 21, 353405, 5, 1, 353293, 22, 1, 353347, 0, 0, 353435, 52, 1, 353437, 0, 0
2018, 1, 8, 2, 10, 45, 09, 09, 21, 21, 353405, 5, 1, 353293, 29, 1, 353347, 0, 0, 353435, 64, 1, 353437, 0, 0
2018, 1, 8, 2, 11, 0, 09, 09, 21, 21, 353405, 9, 1, 353293, 24, 1, 353347, 0, 0, 353435, 58, 1, 353437, 0, 0
2018, 1, 8, 2, 11, 15, 09, 09, 21, 21, 353405, 16, 1, 353293, 19, 1, 353347, 0, 0, 353435, 52, 1, 353437, 0, 0
2018, 1, 8, 2, 11, 30, 09, 09, 21, 21, 353405, 24, 1, 353293, 14, 1, 353347, 0, 0, 353435, 46, 1, 353437, 0, 0
2018, 1, 8, 2, 11, 45, 09, 09, 21, 21, 353405, 32, 1, 353293, 8, 1, 353347, 0, 0, 353435, 63, 1, 353437, 0, 0
2018, 1, 8, 2, 12, 0, 09, 09, 21, 21, 353405, 40, 1, 353293, 12, 1, 353347, 0, 0, 353435, 58, 1, 353437, 0, 0
2018, 1, 8, 2, 12, 15, 09, 09, 21, 21, 353405, 36, 1, 353293, 17, 1, 353347, 0, 0, 353435, 50, 1, 353437, 0, 0
2018, 1, 8, 2, 12, 30, 09, 09, 21, 21, 353405, 38, 1, 353293, 20, 1, 353347, 0, 0, 353435, 42, 1, 353437, 0, 0
2018, 1, 8, 2, 12, 45, 09, 09, 21, 21, 353405, 32, 1, 353293, 20, 1, 353347, 0, 0, 353435, 62, 1, 353437, 0, 0
2018, 1, 8, 2, 13, 0, 09, 09, 21, 21, 353405, 40, 1, 353293, 20, 1, 353347, 0, 0, 353435, 66, 1, 353437, 0, 0
2018, 1, 8, 2, 13, 15, 09, 09, 21, 21, 353405, 43, 1, 353293, 20, 1, 353347, 0, 0, 353435, 68, 1, 353437, 0, 0
2018, 1, 8, 2, 13, 30, 09, 09, 21, 21, 353405, 36, 1, 353293, 20, 1, 353347, 0, 0, 353435, 69, 1, 353437, 0, 0
2018, 1, 8, 2, 13, 45, 09, 09, 21, 21, 353405, 29, 1, 353293, 20, 1, 353347, 0, 0, 353435, 74, 1, 353437, 0, 0
2018, 1, 8, 2, 14, 0, 09, 09, 21, 21, 353405, 21, 1, 353293, 20, 1, 353347, 0, 0, 353435, 87, 1, 353437, 0, 0
2018, 1, 8, 2, 14, 15, 09, 09, 21, 21, 353405, 24, 1, 353293, 20, 1, 353347, 0, 0, 353435, 84, 1, 353437, 0, 0
2018, 1, 8, 2, 14, 30, 09, 09, 21, 21, 353405, 30, 1, 353293, 20, 1, 353347, 0, 0, 353435, 77, 1, 353437, 0, 0
2018, 1, 8, 2, 14, 45, 09, 09, 21, 21, 353405, 35, 1, 353293, 20, 1, 353347, 0, 0, 353435, 70, 1, 353437, 0, 0
2018, 1, 8, 2, 15, 0, 09, 09, 21, 21, 353405, 34, 1, 353293, 20, 1, 353347, 0, 0, 353435, 63, 1, 353437, 0, 0
2018, 1, 8, 2, 15, 15, 09, 09, 21, 21, 353405, 27, 1, 353293, 20, 1, 353347, 0, 0, 353435, 60, 1, 353437, 0, 0
2018, 1, 8, 2, 15, 30, 09, 09, 21, 21, 353405, 30, 1, 353293, 20, 1, 353347, 0, 0, 353435, 60, 1, 353437, 0, 0
2018, 1, 8, 2, 15, 45, 09, 09, 21, 21, 353405, 27, 1, 353293, 20, 1, 353347, 0, 0, 353435, 66, 1, 353437, 0, 0
2018, 1, 8, 2, 16, 0, 09, 09, 21, 21, 353405, 25, 1, 353293, 20, 1, 353347, 0, 0, 353435, 78, 1, 353437, 0, 0
2018, 1, 8, 2, 16, 15, 09, 09, 21, 21, 353405, 27, 1, 353293, 20, 1, 353347, 0, 0, 353435, 89, 1, 353437, 0, 0
