year,month,day_of_month,day_of_week,hour_of_day,minute,dlr_open,dca_open,dlr_close,dca_close,ride-0,wait-0,open-0,ride-1,wait-1,open-1,ride-2,wait-2,open-2,ride-3,wait-3,open-3,ride-4,wait-4,open-4
2017, 11, 17, 6, 17, 30, 08, 08, 00, 23, 353405, 19, 1, 353293, 11, 1, 353347, 25, 1, 353435, 30, 1, 353437, 7, 1
2017, 11, 17, 6, 17, 45, 08, 08, 00, 23, 353405, 16, 1, 353293, 13, 1, 353347, 29, 1, 353435, 43, 1, 353437, 6, 1
2017, 11, 17, 6, 18, 0, 08, 08, 00, 23, 353405, 18, 1, 353293, 15, 1, 353347, 32, 1, 353435, 39, 1, 353437, 5, 1
2017, 11, 17, 6, 18, 15, 08, 08, 00, 23, 353405, 17, 1, 353293, 17, 1, 353347, 38, 1, 353435, 34, 1, 353437, 5, 1
2017, 11, 17, 6, 18, 30, 08, 08, 00, 23, 353405, 19, 1, 353293, 19, 1, 353347, 42, 1, 353435, 30, 1, 353437, 5, 1
2017, 11, 17, 6, 18, 45, 08, 08, 00, 23, 353405, 16, 1, 353293, 18, 1, 353347, 32, 1, 353435, 59, 1, 353437, 5, 1
2017, 11, 17, 6, 19, 0, 08, 08, 00, 23, 353405, 15, 1, 353293, 14, 1, 353347, 39, 1, 353435, 73, 1, 353437, 5, 1
2017, 11, 17, 6, 19, 15, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 33, 1, 353435, 65, 1, 353437, 5, 1
2017, 11, 17, 6, 19, 30, 08, 08, 00, 23, 353405, 15, 1, 353293, 7, 1, 353347, 27, 1, 353435, 58, 1, 353437, 5, 1
2017, 11, 17, 6, 19, 45, 08, 08, 00, 23, 353405, 15, 1, 353293, 18, 1, 353347, 33, 1, 353435, 50, 1, 353437, 5, 1
2017, 11, 17, 6, 20, 0, 08, 08, 00, 23, 353405, 15, 1, 353293, 14, 1, 353347, 60, 1, 353435, 55, 1, 353437, 5, 1
2017, 11, 17, 6, 20, 15, 08, 08, 00, 23, 353405, 15, 1, 353293, 10, 1, 353347, 34, 1, 353435, 60, 1, 353437, 5, 1
2017, 11, 17, 6, 20, 30, 08, 08, 00, 23, 353405, 15, 1, 353293, 7, 1, 353347, 28, 1, 353435, 65, 1, 353437, 5, 1
2017, 11, 17, 6, 20, 45, 08, 08, 00, 23, 353405, 15, 1, 353293, 18, 1, 353347, 25, 1, 353435, 65, 1, 353437, 5, 1
2017, 11, 17, 6, 21, 0, 08, 08, 00, 23, 353405, 15, 1, 353293, 14, 1, 353347, 22, 1, 353435, 44, 1, 353437, 5, 1
